,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis,placeName
4782,Loiret ,Erceville ,,Erceville (Loiret ; France),Erceville%20%28Loiret%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Erceville%20%28Loiret%20%3B%20France%29,48.2400 2.0372,48.2400,2.0372,France,,France
4789,Bas-Rhin ,Erlenbach ,,Erlenbach (Bas-Rhin ; France),Erlenbach%20%28Bas-Rhin%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Erlenbach%20%28Bas-Rhin%20%3B%20France%29,48.3578 7.3192,48.3578,7.3192,France,,France
4791,Val d'Oise ,Ermont ,,Ermont (Val d\Oise ; France),Ermont%20%28Val%20d%5COise%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ermont%20%28Val%20d%5COise%20%3B%20France%29,,,,France,,France
4792,Mayenne ,Ernée ,,Ernée (Mayenne ; France),Ern%C3%A9e%20%28Mayenne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ern%C3%A9e%20%28Mayenne%20%3B%20France%29,48.2975 -0.9314,48.2975,-0.9314,France,,France
4793,Moselle ,Ernestviller ,,Ernestviller (Moselle ; France),Ernestviller%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ernestviller%20%28Moselle%20%3B%20France%29,49.0677 6.9657,49.0677,6.9657,France,,France
4794,Nord ,Erquinghem ,,Erquinghem (Nord ; France),Erquinghem%20%28Nord%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Erquinghem%20%28Nord%20%3B%20France%29,,,,France,,France
4795,Côtes-d’Armor ,Erquy ,,Erquy (Côtes-d’Armor ; France),Erquy%20%28C%C3%B4tes-d%E2%80%99Armor%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Erquy%20%28C%C3%B4tes-d%E2%80%99Armor%20%3B%20France%29,48.6319 -2.4628,48.6319,-2.4628,France,,France
4796,Bas-Rhin ,Erstein ,,Erstein (Bas-Rhin ; France),Erstein%20%28Bas-Rhin%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Erstein%20%28Bas-Rhin%20%3B%20France%29,48.422778 7.661667,48.422778,7.661667,France,,France
4800,Haute-Saône ,Esboz-Brest ,,Esboz-Brest (Haute-Saône ; France),Esboz-Brest%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Esboz-Brest%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,47.8069 6.4528,47.8069,6.4528,France,,France
4801,Haute-Garonne ,Escalquens ,,Escalquens (Haute-Garonne ; France),Escalquens%20%28Haute-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Escalquens%20%28Haute-Garonne%20%3B%20France%29,43.5186 1.5617,43.5186,1.5617,France,,France
4802,Nord ,Escaudain ,,Escaudain (Nord ; France),Escaudain%20%28Nord%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Escaudain%20%28Nord%20%3B%20France%29,50.3331 3.3443,50.3331,3.3443,France,,France
4803,France,Escaut,Cours d\'eau ,EscautCours d\eau (France/Pays-Bas),EscautCours%20d%5Ceau%20%28France/Pays-Bas%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=EscautCours%20d%5Ceau%20%28France/Pays-Bas%29,,,,Pays-Bas,,France
4809,Vosges ,Esley ,,Esley (Vosges ; France),Esley%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Esley%20%28Vosges%20%3B%20France%29,48.1688 6.0592,48.1688,6.0592,France,,France
4812,Aveyron ,Espalion ,,Espalion (Aveyron ; France),Espalion%20%28Aveyron%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Espalion%20%28Aveyron%20%3B%20France%29,44.5224 2.7620,44.5224,2.7620,France,,France
4814,Alpes-de-Haute-Provence ,Esparron-de-Verdon ,,Esparron-de-Verdon (Alpes-de-Haute-Provence ; France),Esparron-de-Verdon%20%28Alpes-de-Haute-Provence%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Esparron-de-Verdon%20%28Alpes-de-Haute-Provence%20%3B%20France%29,43.7397 5.9722,43.7397,5.9722,France,,France
4822,Haute-Savoie ,Essert-Romand ,,Essert-Romand (Haute-Savoie ; France),Essert-Romand%20%28Haute-Savoie%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Essert-Romand%20%28Haute-Savoie%20%3B%20France%29,46.2010 6.6714,46.2010,6.6714,France,,France
4823,Somme ,Essertaux ,,Essertaux (Somme ; France),Essertaux%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Essertaux%20%28Somme%20%3B%20France%29,49.7411 2.2456,49.7411,2.2456,France,,France
4824,Jura ,Esserval-Combe ,,Esserval-Combe (Jura ; France),Esserval-Combe%20%28Jura%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Esserval-Combe%20%28Jura%20%3B%20France%29,46.8006 6.0396,46.8006,6.0396,France,,France
4826,France,Essonne,Département ,EssonneDépartement (France),EssonneD%C3%A9partement%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=EssonneD%C3%A9partement%20%28France%29,,,,,,France
4829,Essonne ,Estampe ,,Estampe (Essonne ; France),Estampe%20%28Essonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Estampe%20%28Essonne%20%3B%20France%29,,,,France,,France
4835,Meuse ,Étain ,,Étain (Meuse ; France),%C3%89tain%20%28Meuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89tain%20%28Meuse%20%3B%20France%29,49.2167 5.6333,49.2167,5.6333,France,,France
4836,Essonne ,Étampes ,,Étampes (Essonne ; France),%C3%89tampes%20%28Essonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89tampes%20%28Essonne%20%3B%20France%29,48.4330 2.1758,48.4330,2.1758,France,,France
4837,Pas-de-Calais ,Étaples ,,Étaples (Pas-de-Calais ; France),%C3%89taples%20%28Pas-de-Calais%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89taples%20%28Pas-de-Calais%20%3B%20France%29,50.5169 1.6363,50.5169,1.6363,France,,France
4842,Yonne ,Étigny ,,Étigny (Yonne ; France),%C3%89tigny%20%28Yonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89tigny%20%28Yonne%20%3B%20France%29,48.1389 3.2922,48.1389,3.2922,France,,France
4845,Meurthe-et-Moselle ,Étreval ,,Étreval (Meurthe-et-Moselle ; France),%C3%89treval%20%28Meurthe-et-Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89treval%20%28Meurthe-et-Moselle%20%3B%20France%29,48.4555 6.0523,48.4555,6.0523,France,,France
4846,Bas-Rhin ,Ettendorf ,,Ettendorf (Bas-Rhin ; France),Ettendorf%20%28Bas-Rhin%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ettendorf%20%28Bas-Rhin%20%3B%20France%29,48.8136 7.5831,48.8136,7.5831,France,,France
4850,France,Eure-et-Loir,Département ,Eure-et-LoirDépartement (France),Eure-et-LoirD%C3%A9partement%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Eure-et-LoirD%C3%A9partement%20%28France%29,,,,,,France
4851,France,Eure,Département ,EureDépartement (France),EureD%C3%A9partement%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=EureD%C3%A9partement%20%28France%29,,,,,,France
4853,Seine-Maritime ,Eu ,,Eu (Seine-Maritime ; France),Eu%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Eu%20%28Seine-Maritime%20%3B%20France%29,50.0481 1.4206,50.0481,1.4206,France,,France
4854,Creuse ,Évaux-les-Bains ,,Évaux-les-Bains (Creuse ; France),%C3%89vaux-les-Bains%20%28Creuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89vaux-les-Bains%20%28Creuse%20%3B%20France%29,46.1742 2.4853,46.1742,2.4853,France,,France
4856,Haute-Savoie ,Évian-les-Bains ,,Évian-les-Bains (Haute-Savoie ; France),%C3%89vian-les-Bains%20%28Haute-Savoie%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89vian-les-Bains%20%28Haute-Savoie%20%3B%20France%29,46.4003 6.5903,46.4003,6.5903,France,,France
4857,Haute-Savoie ,Évian ,,Évian (Haute-Savoie ; France),%C3%89vian%20%28Haute-Savoie%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89vian%20%28Haute-Savoie%20%3B%20France%29,46.4003 6.5903,46.4003,6.5903,France,,France
4858,Eure ,Évreux ,,Évreux (Eure ; France),%C3%89vreux%20%28Eure%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89vreux%20%28Eure%20%3B%20France%29,49.0241 1.1508,49.0241,1.1508,France,,France
4859,Mayenne ,Évron ,,Évron (Mayenne ; France),%C3%89vron%20%28Mayenne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89vron%20%28Mayenne%20%3B%20France%29,48.156389 -0.401389,48.156389,-0.401389,France,,France
4862,Dordogne ,Excideuil ,,Excideuil (Dordogne ; France),Excideuil%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Excideuil%20%28Dordogne%20%3B%20France%29,45.3363 1.0493,45.3363,1.0493,France,,France
4863,Orne ,Exmes ,,Exmes (Orne ; France),Exmes%20%28Orne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Exmes%20%28Orne%20%3B%20France%29,48.7602 0.1778,48.7602,0.1778,France,,France
4865,Dordogne ,Eymet ,,Eymet (Dordogne ; France),Eymet%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Eymet%20%28Dordogne%20%3B%20France%29,44.6686 0.3989,44.6686,0.3989,France,,France
4867,Dordogne ,Eyrenville ,,Eyrenville (Dordogne ; France),Eyrenville%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Eyrenville%20%28Dordogne%20%3B%20France%29,44.7011 0.5681,44.7011,0.5681,France,,France
4868,Landes ,Eyres-Moncube ,,Eyres-Moncube (Landes ; France),Eyres-Moncube%20%28Landes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Eyres-Moncube%20%28Landes%20%3B%20France%29,43.7208 -0.5486,43.7208,-0.5486,France,,France
4870,Lot-et-Garonne ,Eysses ,,Eysses (Lot-et-Garonne ; France),Eysses%20%28Lot-et-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Eysses%20%28Lot-et-Garonne%20%3B%20France%29,44.9354 4.3720,44.9354,4.3720,France,,France
4871,Pyrénées-Atlantiques ,Eysus ,,Eysus (Pyrénées-Atlantiques ; France),Eysus%20%28Pyr%C3%A9n%C3%A9es-Atlantiques%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Eysus%20%28Pyr%C3%A9n%C3%A9es-Atlantiques%20%3B%20France%29,43.1400 -0.5872,43.1400,-0.5872,France,,France
4872,Val-d'Oise ,Ézanville ,,Ézanville (Val-d\Oise ; France),%C3%89zanville%20%28Val-d%5COise%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89zanville%20%28Val-d%5COise%20%3B%20France%29,,,,France,,France
4874,Aude ,Fabrezan ,,Fabrezan (Aude ; France),Fabrezan%20%28Aude%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fabrezan%20%28Aude%20%3B%20France%29,43.1364 2.6978,43.1364,2.6978,France,,France
4882,Haute-Saône ,Fahy-lès-Autrey ,,Fahy-lès-Autrey (Haute-Saône ; France),Fahy-l%C3%A8s-Autrey%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fahy-l%C3%A8s-Autrey%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,47.5136 5.4825,47.5136,5.4825,France,,France
4889,Calvados ,Falaise ,,Falaise (Calvados ; France),Falaise%20%28Calvados%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Falaise%20%28Calvados%20%3B%20France%29,48.8965 -0.1995,48.8965,-0.1995,France,,France
4909,Alpes-de-Haute-Provence ,Faucon-du-Caire ,,Faucon-du-Caire (Alpes-de-Haute-Provence ; France),Faucon-du-Caire%20%28Alpes-de-Haute-Provence%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Faucon-du-Caire%20%28Alpes-de-Haute-Provence%20%3B%20France%29,44.3968 6.0911,44.3968,6.0911,France,,France
4911,Haute-Saône ,Faverney ,,Faverney (Haute-Saône ; France),Faverney%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Faverney%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,47.7671 6.1043,47.7671,6.1043,France,,France
4912,Cantal ,Faverolles ,,Faverolles (Cantal ; France),Faverolles%20%28Cantal%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Faverolles%20%28Cantal%20%3B%20France%29,44.9397 3.1468,44.9397,3.1468,France,,France
4913,Marne ,Favresse ,,Favresse (Marne ; France),Favresse%20%28Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Favresse%20%28Marne%20%3B%20France%29,48.7189 4.7339,48.7189,4.7339,France,,France
4916,Deux-Sèvres ,Faye-sur-Ardin ,,Faye-sur-Ardin (Deux-Sèvres ; France),Faye-sur-Ardin%20%28Deux-S%C3%A8vres%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Faye-sur-Ardin%20%28Deux-S%C3%A8vres%20%3B%20France%29,46.45 -0.5167,46.45,-0.5167,France,,France
4917,Oise ,Fayel ,,Fayel (Oise ; France),Fayel%20%28Oise%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fayel%20%28Oise%20%3B%20France%29,49.3728 2.6994,49.3728,2.6994,France,,France
4918,Var ,Fayence ,,Fayence (Var ; France),Fayence%20%28Var%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fayence%20%28Var%20%3B%20France%29,43.6238 6.6929,43.6238,6.6929,France,,France
4919,Haute-Marne ,Fayl-Billot ,,Fayl-Billot (Haute-Marne ; France),Fayl-Billot%20%28Haute-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fayl-Billot%20%28Haute-Marne%20%3B%20France%29,47.7820 5.5992,47.7820,5.5992,France,,France
4921,Seine-Maritime ,Fécamp ,,Fécamp (Seine-Maritime ; France),F%C3%A9camp%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=F%C3%A9camp%20%28Seine-Maritime%20%3B%20France%29,49.7567 0.3729,49.7567,0.3729,France,,France
4938,Moselle ,Fenestrange ,,Fenestrange (Moselle ; France),Fenestrange%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fenestrange%20%28Moselle%20%3B%20France%29,48.8472 7.0210,48.8472,7.0210,France,,France
4939,Moselle ,Fénétrange ,,Fénétrange (Moselle ; France),F%C3%A9n%C3%A9trange%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=F%C3%A9n%C3%A9trange%20%28Moselle%20%3B%20France%29,48.8472 7.0210,48.8472,7.0210,France,,France
4944,Marne ,Fère-Champenoise ,,Fère-Champenoise (Marne ; France),F%C3%A8re-Champenoise%20%28Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=F%C3%A8re-Champenoise%20%28Marne%20%3B%20France%29,48.7543 3.9907,48.7543,3.9907,France,,France
4945,Aisne ,Fère-en-Tardenois ,,Fère-en-Tardenois (Aisne ; France),F%C3%A8re-en-Tardenois%20%28Aisne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=F%C3%A8re-en-Tardenois%20%28Aisne%20%3B%20France%29,49.1994 3.5172,49.1994,3.5172,France,,France
4946,Marne ,Fèrebrianges ,,Fèrebrianges (Marne ; France),F%C3%A8rebrianges%20%28Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=F%C3%A8rebrianges%20%28Marne%20%3B%20France%29,48.8706 3.8461,48.8706,3.8461,France,,France
4949,Nord ,Férin ,,Férin (Nord ; France),F%C3%A9rin%20%28Nord%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=F%C3%A9rin%20%28Nord%20%3B%20France%29,50.3273 3.0741,50.3273,3.0741,France,,France
4953,Manche ,Fermanville ,,Fermanville (Manche ; France),Fermanville%20%28Manche%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fermanville%20%28Manche%20%3B%20France%29,49.6856 -1.4536,49.6856,-1.4536,France,,France
4957,Ain ,Ferney-Voltaire ,,Ferney-Voltaire (Ain ; France),Ferney-Voltaire%20%28Ain%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferney-Voltaire%20%28Ain%20%3B%20France%29,46.2586 6.1106,46.2586,6.1106,France,,France
4958,Ain ,Ferney ,,Ferney (Ain ; France),Ferney%20%28Ain%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferney%20%28Ain%20%3B%20France%29,46.2586 6.1106,46.2586,6.1106,France,,France
4961,Haut-Rhin ,Ferrette ,,Ferrette (Haut-Rhin ; France),Ferrette%20%28Haut-Rhin%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferrette%20%28Haut-Rhin%20%3B%20France%29,47.4969 7.3121,47.4969,7.3121,France,,France
4962,Seine-et-Marne ,Ferrières-en-Brie ,,Ferrières-en-Brie (Seine-et-Marne ; France),Ferri%C3%A8res-en-Brie%20%28Seine-et-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferri%C3%A8res-en-Brie%20%28Seine-et-Marne%20%3B%20France%29,48.8236 2.7058,48.8236,2.7058,France,,France
4963,Loiret ,Ferrières-en-Gâtinais ,,Ferrières-en-Gâtinais (Loiret ; France),Ferri%C3%A8res-en-G%C3%A2tinais%20%28Loiret%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferri%C3%A8res-en-G%C3%A2tinais%20%28Loiret%20%3B%20France%29,48.0917 2.7946,48.0917,2.7946,France,,France
4964,Allier ,Ferrières-sur-Sichon ,,Ferrières-sur-Sichon (Allier ; France),Ferri%C3%A8res-sur-Sichon%20%28Allier%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferri%C3%A8res-sur-Sichon%20%28Allier%20%3B%20France%29,46.0244 3.6473,46.0244,3.6473,France,,France
4965,Charente-Maritime ,Ferrières ,,Ferrières (Charente-Maritime ; France),Ferri%C3%A8res%20%28Charente-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferri%C3%A8res%20%28Charente-Maritime%20%3B%20France%29,46.2276 -0.8581,46.2276,-0.8581,France,,France
4966,Allier ,Ferrière ,,Ferrière (Allier ; France),Ferri%C3%A8re%20%28Allier%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ferri%C3%A8re%20%28Allier%20%3B%20France%29,46.0244 3.6473,46.0244,3.6473,France,,France
4972,Eure-et-Loir ,Fessanvilliers-Mattanvilliers ,,Fessanvilliers-Mattanvilliers (Eure-et-Loir ; France),Fessanvilliers-Mattanvilliers%20%28Eure-et-Loir%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fessanvilliers-Mattanvilliers%20%28Eure-et-Loir%20%3B%20France%29,48.7131 1.0472,48.7131,1.0472,France,,France
4977,Manche ,Fierville-les-Mines ,,Fierville-les-Mines (Manche ; France),Fierville-les-Mines%20%28Manche%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fierville-les-Mines%20%28Manche%20%3B%20France%29,49.3914 -1.6681,49.3914,-1.6681,France,,France
4978,Lot ,Figeac ,,Figeac (Lot ; France),Figeac%20%28Lot%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Figeac%20%28Lot%20%3B%20France%29,44.6100 2.0331,44.6100,2.0331,France,,France
4984,Aisne ,Filain ,,Filain (Aisne ; France),Filain%20%28Aisne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Filain%20%28Aisne%20%3B%20France%29,49.4600 3.5564,49.4600,3.5564,France,,France
4985,Haute-Saône ,Filain ,,Filain (Haute-Saône ; France),Filain%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Filain%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,47.5182 6.1834,47.5182,6.1834,France,,France
4991,France,Finistère,Département ,FinistèreDépartement (France),Finist%C3%A8reD%C3%A9partement%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Finist%C3%A8reD%C3%A9partement%20%28France%29,,,,,,France
4997,Manche ,Flamanville ,,Flamanville (Manche ; France),Flamanville%20%28Manche%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Flamanville%20%28Manche%20%3B%20France%29,49.5314 -1.8653,49.5314,-1.8653,France,,France
4998,Belgique,Flandre,Région géographique ,FlandreRégion géographique (Belgique/France),FlandreR%C3%A9gion%20g%C3%A9ographique%20%28Belgique/France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=FlandreR%C3%A9gion%20g%C3%A9ographique%20%28Belgique/France%29,,,,France,,France
5001,Aisne ,Flavy-le-Martel ,,Flavy-le-Martel (Aisne ; France),Flavy-le-Martel%20%28Aisne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Flavy-le-Martel%20%28Aisne%20%3B%20France%29,49.7139 3.1939,49.7139,3.1939,France,,France
5002,Orne ,Flers ,,Flers (Orne ; France),Flers%20%28Orne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Flers%20%28Orne%20%3B%20France%29,48.7372 -0.5747,48.7372,-0.5747,France,,France
5004,Dordogne ,Fleurac ,,Fleurac (Dordogne ; France),Fleurac%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fleurac%20%28Dordogne%20%3B%20France%29,45.0086 1.0025,45.0086,1.0025,France,,France
5006,Nièvre ,Fleury-sur-Loire ,,Fleury-sur-Loire (Nièvre ; France),Fleury-sur-Loire%20%28Ni%C3%A8vre%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fleury-sur-Loire%20%28Ni%C3%A8vre%20%3B%20France%29,46.8369 3.3208,46.8369,3.3208,France,,France
5011,Eure ,Flipou ,,Flipou (Eure ; France),Flipou%20%28Eure%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Flipou%20%28Eure%20%3B%20France%29,49.3153 1.2800,49.3153,1.2800,France,,France
5014,Ardennes ,Flize ,,Flize (Ardennes ; France),Flize%20%28Ardennes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Flize%20%28Ardennes%20%3B%20France%29,49.6994 4.7742,49.6994,4.7742,France,,France
5015,Moselle ,Flocourt ,,Flocourt (Moselle ; France),Flocourt%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Flocourt%20%28Moselle%20%3B%20France%29,48.9719 6.4116,48.9719,6.4116,France,,France
5017,Hérault ,Florensac ,,Florensac (Hérault ; France),Florensac%20%28H%C3%A9rault%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Florensac%20%28H%C3%A9rault%20%3B%20France%29,43.3836 3.4656,43.3836,3.4656,France,,France
5027,Ariège ,Foix ,,Foix (Ariège ; France),Foix%20%28Ari%C3%A8ge%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Foix%20%28Ari%C3%A8ge%20%3B%20France%29,42.9657 1.6072,42.9657,1.6072,France,,France
5028,Fort-de-France ,Folleville,Morne ,FollevilleMorne (Fort-de-France ; MartiniqueÎle de la),FollevilleMorne%20%28Fort-de-France%20%3B%20Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=FollevilleMorne%20%28Fort-de-France%20%3B%20Martinique%C3%8Ele%20de%20la%29,,,,"Martinique, Île de la",,France
5035,Aveyron ,Fondamente ,,Fondamente (Aveyron ; France),Fondamente%20%28Aveyron%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fondamente%20%28Aveyron%20%3B%20France%29,43.8772 3.1244,43.8772,3.1244,France,,France
5036,Indre-et-Loire ,Fondettes ,,Fondettes (Indre-et-Loire ; France),Fondettes%20%28Indre-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fondettes%20%28Indre-et-Loire%20%3B%20France%29,47.4050 0.5997,47.4050,0.5997,France,,France
5047,Dordogne ,Fonroque ,,Fonroque (Dordogne ; France),Fonroque%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fonroque%20%28Dordogne%20%3B%20France%29,44.7018 0.4184,44.7018,0.4184,France,,France
5048,Oise ,Fontaine-Chaalis ,,Fontaine-Chaalis (Oise ; France),Fontaine-Chaalis%20%28Oise%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontaine-Chaalis%20%28Oise%20%3B%20France%29,49.1719 2.6842,49.1719,2.6842,France,,France
